통계표,계정항목,단위,가중치,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11,2025/12
"4.2.1. 소비자물가지수","        사과","2020=100","2.3","원자료","100.03","102.77","101.68","99.68","100.43","105.45","112.36","118.13","106.09","95.2","92.98","93.47","95.81","95.76","93.78","98.07","105.18","118.88","139.26","156.22","165.87","166.27","145.82","144.35","150.21","163.71","176.5","177.33","189.73","193.84","194.34","182.81","157.93","132.95","132.84","133.29","146.96","160.01","165.91","167.2","167.81","169.5","172.93","179.5","166.57","161.61","160.73","159.36"
"4.2.1. 소비자물가지수","        배","2020=100","0.7","원자료","115.92","119.38","120.25","117.72","120.02","124.98","129.1","124.17","117.89","104.88","96.58","94.31","95.83","95.95","92.72","92.81","93.98","99.42","105.87","110.4","120.7","122.14","116.43","125.6","135.3","154.6","174.15","188.34","212.71","238.18","269.55","243.22","151.89","130.93","133.63","154.22","177","188.44","190.06","191.32","182.17","178.05","169.04","153.34","132.03","133.78","127.46","128.88"
"4.2.1. 소비자물가지수","        복숭아","2020=100","1","원자료","142.03","138.79","133.84","135.61","131.79","128.74","138.37","129.37","137.86","131.76","121.95","121.53","124.51","123.82","124.66","123.05","121.23","124.27","141.28","159.87","194.38","192.02","174.02","175.5","184.35","202.04","205.27","198.38","198.24","191.04","144.33","123.44","154.97","141.23","132.3","136.63","141.93","150.12","151.52","148.41","141.48","139.82","152.36","158.58","162.68","161.17","150.2","148.67"
"4.2.1. 소비자물가지수","        포도","2020=100","1.4","원자료","123.91","126.63","122.47","122.8","128.21","133.79","157.98","161.44","137.96","129.57","120.37","119.7","120.84","118.6","112.59","107.7","109.1","116.21","158.09","166.9","147.46","145.62","143.26","141.04","141.2","139.02","142.03","141.3","149.56","156.58","166.21","161.18","144.35","136.14","128.69","125.02","125.85","125.44","126.95","117","111.85","112.75","145.19","149.4","132.63","127.53","127.26","128.25"
"4.2.1. 소비자물가지수","        밤","2020=100","0.2","원자료","99.71","99.33","99.06","99.88","99.25","99.69","99.83","98.78","97.37","99.23","98.45","100.26","102.36","103.4","106.51","105.98","109.27","112.33","114.68","115.53","112.41","105.32","105.31","107.14","109.86","112.22","114.84","114.81","115.37","117.84","118.3","119.15","117.08","113.14","116.54","115.64","113.69","115","115.98","116.84","117.78","117.73","117.81","118.28","115.62","111.17","111.52","111.97"
"4.2.1. 소비자물가지수","        감","2020=100","0.5","원자료","125.53","130.12","131.14","130.33","130.39","130.02","130.58","130.05","130.27","114.72","97.5","101.65","104.45","103.39","107.93","107.59","107.47","106.81","108.07","107.43","109.26","130.6","121.5","134.17","145.88","161.18","166.19","167.86","167.51","166.96","167.56","168.06","167.96","146.22","111.1","106.34","112.06","116.51","122.12","121.59","121.29","122.4","123.21","123.03","122.8","129.64","107.18","109.01"
"4.2.1. 소비자물가지수","        귤","2020=100","1.8","원자료","99.18","110.33","128.92","130.62","126.98","124.07","124.84","127.75","122.32","143.76","113.41","106.21","113.37","126.59","146.96","144.92","142.62","146.31","150.15","165.33","174.18","166.67","131.49","128.45","158.45","225.43","247.46","238.65","238.71","230.46","227.96","226.05","211.07","203.35","162.05","170.13","202.55","260.26","285.5","279.54","266.58","263.71","262.07","271.44","259.37","249.96","205.05","195.9"
"4.2.1. 소비자물가지수","        오렌지","2020=100","0.4","원자료","123.41","130.82","125.68","125.67","127.27","126.28","127.1","130.08","124.53","119.02","110.17","109.86","125.59","134.69","124.66","115.18","116.43","119.11","122.29","134.69","141.9","140.19","127.13","128.1","129.44","145.52","135.51","123.69","121.41","129.11","127.7","126.67","118.24","107.71","100.89","104.22","134.92","132.76","119","109.97","110.38","110.12","109.38","113.17","108.2","107.26","99.86","98.96"
"4.2.1. 소비자물가지수","        참외","2020=100","1","원자료","109.07","107.61","154.17","177.32","140","109.69","98.94","111.75","108.4","104.6","97.45","99.1","102.26","102.72","179.73","180.44","139.66","131.38","104.72","124.2","132.16","128.61","118.81","121.64","128.58","141.1","196.06","190.9","151.59","113.57","86.14","106.06","101.16","92.5","89.58","95.2","98.63","103.39","151.82","159.41","110.2","105.9","91.23","103.3","98.78","98.7","92.5","91.73"
"4.2.1. 소비자물가지수","        수박","2020=100","1","원자료","141.37","138.15","133.25","135.01","142.2","131.35","128.68","143.16","137.08","131.08","121.3","120.99","124.04","123.33","124.05","122.41","141.12","129.29","131.62","170.24","179.52","177.34","160.99","162.26","170.46","186.77","189.65","183.18","177.22","135.68","128.29","168.44","157.54","143.52","134.38","138.86","144.18","152.44","153.71","150.58","153.25","138.06","154.87","176.93","169.66","168.1","156.46","155"
"4.2.1. 소비자물가지수","        딸기","2020=100","1.5","원자료","199.86","152.37","104.7","99.63","97.85","95.62","96.25","98.48","94.29","90.16","83.46","162.11","165.04","140.78","116.46","101.46","103.57","106.13","109.09","120.13","126.6","125.16","113.66","199.74","190.7","173.52","134.49","110.01","105.99","102.32","101.48","100.72","94.02","85.62","80.31","217.32","191.02","161.58","130.95","106.59","102.73","101.54","100.99","104.51","99.75","98.75","91.96","198.38"
"4.2.1. 소비자물가지수","        바나나","2020=100","0.8","원자료","100.84","106.42","110.6","117.07","122.44","121.6","116.45","114.02","112.06","115.54","115.37","110.72","113.61","116.6","121.69","125.71","126.76","122.77","118.9","119.54","124.7","126.16","122.36","117.19","116.85","121.91","122.23","114.13","110.18","108.02","103.72","107.48","126.43","119.39","113.75","105.79","100.78","107.99","112.59","116.73","115.53","117.34","112.69","109.27","114.13","115.6","111.61","112.24"
"4.2.1. 소비자물가지수","        키위","2020=100","0.4","원자료","109.8","115.1","117.2","120.37","121.36","119.18","120.02","119.42","121.89","119.13","118.69","117.85","119.36","119.74","117.65","112.14","112.78","124.45","125.02","124.36","130.49","140.28","139.85","137.59","137.88","137.85","140.32","140.69","136.04","127.14","130.17","129.49","125.04","124.06","121.76","116.26","116.62","119.75","120.47","123.33","125.09","126.19","125.07","127.65","129.93","133.63","136.35","137.44"
"4.2.1. 소비자물가지수","        블루베리","2020=100","0.4","원자료","118.65","124.84","127.79","126.11","127.59","127.51","128.56","127.62","129.85","133.07","134.5","134.97","135.05","135.45","136.9","139","138.51","139.31","139.49","138.69","137.86","137.69","139.99","137.24","139.27","136.72","134.93","135.27","136.42","136.36","134.62","128.97","131.25","133.76","135.39","134.61","134.82","135.15","134.56","135.45","136.43","135.86","135.39","136.49","137.53","139.39","141.49","142.43"
"4.2.1. 소비자물가지수","        망고","2020=100","0.4","원자료","118.63","116.31","107.24","101.4","101.27","113.38","119.61","130.78","136.37","135.83","131.27","123.51","122.97","122.92","116.83","113.63","105.79","105.36","107.96","120.67","137.37","136.88","130.77","117.09","123.35","110.07","91.87","85.63","85.93","87.72","97.68","112.12","128.38","124.5","119.29","122.18","121.62","109.91","92.17","86.45","85.18","86.46","93.23","106.03","128.16","129.68","129.73","130.96"
"4.2.1. 소비자물가지수","        체리","2020=100","0.3","원자료","111.48","94.67","91.32","92.51","89.89","136.07","140.35","124.44","119.14","113.88","105.46","137.58","114.23","94.23","94.87","93.62","92.16","111.81","88.8","94.81","99.97","98.68","89.56","137.81","135.89","120.63","122.62","118.37","118.27","100.94","95.52","100.14","93.81","85.47","80.05","135.8","117.08","98.89","99.87","97.79","93.11","115.63","87.63","84.49","80.83","80.11","74.61","117.14"
"4.2.1. 소비자물가지수","        아보카도","2020=100","0.1","원자료","90.56","102.35","121.61","132.83","129.75","110.56","95.34","82.11","85.35","92.75","87.56","88.11","94.5","101.74","110.79","107.12","99.42","97.35","87.5","79.57","89.69","90.28","97.24","96.93","99.84","104.58","107.25","108.2","106.4","102.82","98.59","92.79","102.58","108.95","104.98","109.03","106.98","111.89","121.97","121.95","105.75","106.63","94.17","89.18","92.96","95.39","92.4","98.66"
"4.2.1. 소비자물가지수","        파인애플","2020=100","0.2","원자료","110.48","112.82","115.39","121.3","124.07","123.97","118.11","120.85","131.88","132.24","129.96","122.59","125.78","124.44","125.83","129.8","135.77","135.57","135.27","133.55","144.21","150.83","147.57","143.34","132.77","136.03","131.68","125.83","123.09","127.81","124.92","122.19","138.69","144.96","129.01","113.88","115.76","121.51","121.72","121.83","125","124.57","122.03","121.75","132.35","136.88","125.23","124.07"
"4.2.1. 소비자물가지수","        아몬드","2020=100","0.2","원자료","99.85","99.71","99.36","98.54","99.39","98.33","98.98","98.62","98.67","99.08","98.78","99.25","99.32","99.67","99.25","99.66","100.56","100.48","100.7","101.28","100.66","99.1","97.89","97.45","98.55","97.66","99.4","98.33","96.02","95.89","96.95","97.01","97.65","96.1","96.07","97.14","100.25","102.77","104.41","105.08","105.47","105.63","107.02","107.41","108.31","108.58","109.09","109.62"
"4.2.1. 소비자물가지수","        과일가공품","2020=100","1","원자료","109.14","117.9","120.85","121.51","118.51","119.17","120.26","120.86","122.44","123.12","124.92","126.15","126.35","129.72","129.7","131.12","131.34","131.58","128.52","129.75","132.61","134.55","136.98","138.05","138.23","138.55","138.35","138.8","135.62","136.42","136.77","134.67","138.11","133.68","136.28","138.57","138.39","141.24","142.53","143.71","145.53","142.64","141.99","145.16","141.77","140.98","143.06","141.24"
"4.2.1. 소비자물가지수","      채소 및 해조","2020=100","15.7","원자료","107.86","109.19","104.77","103.17","99.7","98.24","112.92","125.04","135.97","120.33","105.25","100.82","113.36","117.03","118.16","110.12","105.9","101.45","107.94","123.99","129.13","126.55","115.03","111.9","122.56","130.27","130.31","123.58","114.12","102.22","108.21","124.14","145.09","147.05","128.27","125.07","129.93","134.13","134.7","123.47","110.19","103.9","107.86","126.03","129.48","128.45","123.34","119.59"
"4.2.1. 소비자물가지수","        배추","2020=100","1.3","원자료","87.85","88.1","89.49","99.37","97.2","93.6","121.92","159.3","210.56","145.2","78.36","62.24","64.34","69.02","78.58","89.31","93.4","87.98","93.41","132.99","136.76","137.7","84.36","73.48","78.97","83.49","93.96","117.95","108.01","83.24","105.95","145.75","210","208.57","97.83","92.89","131.71","138.03","140.63","136.38","91.08","80.59","100.72","152.69","158.24","136.62","102.26","109.68"
"4.2.1. 소비자물가지수","        상추","2020=100","0.6","원자료","108.12","101.96","87.17","91.63","86.2","87.19","179.76","178.66","172.59","103.45","88.26","89.6","136.14","119.89","108.32","93.44","89.82","90.56","164.58","190.37","153.1","146.24","110.99","101.98","115.82","112.38","109.99","92.85","89.79","83.81","131.79","186.39","201.37","218.29","139.3","103.77","105.42","99.93","97.1","92.15","88.66","88.88","115.57","155.01","165.7","172.82","142.11","105.64"
"4.2.1. 소비자물가지수","        시금치","2020=100","0.3","원자료","96.83","109.1","98.35","85.65","91.14","102.8","199.66","262.54","258.34","129.16","94.34","77.85","96.67","93.63","82.86","79.45","90.7","97.18","161.65","256.87","270.71","151.46","92.47","87.53","101.82","125.41","104.23","94.7","81.33","88.09","142.79","231.98","330.8","185.64","117.48","103.37","125.66","138.63","113.37","81.24","80.8","90.91","162.18","244.41","267.4","188.04","147.74","121.84"
"4.2.1. 소비자물가지수","        양배추","2020=100","0.2","원자료","68.76","69.4","78.02","91.85","107.42","86.96","91.6","95.65","97.21","102.76","95.94","81.22","84.66","84.03","82.6","86.01","95.12","93.43","93.04","99.99","110.43","118.28","100.1","84.83","88.05","86.18","91.56","127.94","148.45","106.69","87.47","92.85","98.9","107.99","110.91","109.31","124.53","132.07","146.42","139.15","126.02","91.66","88.6","101.27","100.56","93.31","89.72","90.97"
"4.2.1. 소비자물가지수","        미나리","2020=100","0.2","원자료","150.63","150.56","125.77","108.43","97.18","93.8","117.76","138.52","162.57","138.48","135.28","148.87","177.68","166.7","141.03","108.9","104.54","93.23","104.31","144.88","158.61","148.11","139.96","155.5","176.36","176.07","148.23","121.77","100.39","92.25","103.36","138.48","196.22","160.78","154.05","157.27","176.58","191.04","174.21","135.55","113.5","106.8","115.82","150.13","163.25","173.42","156.31","164.58"
"4.2.1. 소비자물가지수","        깻잎","2020=100","0.2","원자료","128.9","128.3","108.26","109.01","104.55","101.71","111.82","123.06","149.7","122.9","101.24","102.27","147.64","129.73","121.44","108.55","109.59","99.54","112.04","151.13","144.97","134.1","104.69","103.21","147.24","145.11","136.46","110.57","106.98","97.87","99.38","134.46","163.27","163.17","128.48","117.59","133.95","134.76","127.12","115.26","114.78","101.88","108.83","143.52","148.08","146.5","133.05","111.82"
"4.2.1. 소비자물가지수","        부추","2020=100","0.2","원자료","140.93","153.88","128.76","118.52","89.53","75.1","102.47","117.66","127.53","109.04","128.23","129.84","203.76","189.33","156.3","113.85","93.64","77.58","88.56","129.46","111.01","123.01","143.16","183.25","179.16","205.9","203.38","143.59","95.68","77.07","85.94","119.42","138.12","117.96","143.81","197.81","197.42","211.1","194.48","140.12","106.92","84.58","88.43","117.51","116.34","117.7","189.8","180.68"
"4.2.1. 소비자물가지수","        무","2020=100","0.6","원자료","78.97","77.96","73.46","71.51","87.74","98.36","122.51","145.93","171.51","174.87","114.18","88.15","85.39","88.82","85.4","87.03","100.83","94.2","95.14","128.01","125.57","111.54","85.33","78.04","82.77","82.54","85.33","90.69","103.89","102.37","118.14","143.9","177.86","169.61","138.64","154.84","148.61","156.16","159.09","144.55","131.64","103.41","107.22","115.27","102.99","100.89","99.67","108.37"
"4.2.1. 소비자물가지수","        열무","2020=100","0.2","원자료","117.05","118.79","152.32","143.89","106.29","100.66","166.46","180.97","156.62","109.49","94.38","89.99","102.58","106.52","133.66","102.12","97.89","89.5","139.33","150.93","166.76","107","96.07","93.07","103.19","110.61","136.11","117.75","112.78","77.72","119.18","170.18","200.94","159.83","137.36","133.32","139.17","144.41","148.54","119.85","90.29","83.52","131.23","176.84","140.99","134.11","127.88","123.48"
